technique_id,technique_name,platform
T1553.004,Install Root Certificate,Linux
T1553.004,Install Root Certificate,macOS
T1553.004,Install Root Certificate,Windows
T1037.003,Network Logon Script,Windows
T1499,Endpoint Denial of Service,Windows
T1499,Endpoint Denial of Service,Linux
T1499,Endpoint Denial of Service,macOS
T1499,Endpoint Denial of Service,Containers
T1499,Endpoint Denial of Service,IaaS
T1027.004,Compile After Delivery,Linux
T1027.004,Compile After Delivery,macOS
T1027.004,Compile After Delivery,Windows
T1688,Safe Mode Boot,Windows
T1614,System Location Discovery,IaaS
T1614,System Location Discovery,Linux
T1614,System Location Discovery,macOS
T1614,System Location Discovery,Windows
T1564.007,VBA Stomping,Linux
T1564.007,VBA Stomping,macOS
T1564.007,VBA Stomping,Windows
T1197,BITS Jobs,Windows
T1127.001,MSBuild,Windows
T1578.005,Modify Cloud Compute Configurations,IaaS
T1090.004,Domain Fronting,Linux
T1090.004,Domain Fronting,macOS
T1090.004,Domain Fronting,Windows
T1090.004,Domain Fronting,ESXi
T1557.002,ARP Cache Poisoning,Linux
T1557.002,ARP Cache Poisoning,Windows
T1557.002,ARP Cache Poisoning,macOS
T1518.001,Security Software Discovery,IaaS
T1518.001,Security Software Discovery,Linux
T1518.001,Security Software Discovery,macOS
T1518.001,Security Software Discovery,Windows
T1564.003,Hidden Window,Linux
T1564.003,Hidden Window,macOS
T1564.003,Hidden Window,Windows
T1127.002,ClickOnce,Windows
T1059.006,Python,ESXi
T1059.006,Python,Linux
T1059.006,Python,macOS
T1059.006,Python,Windows
T1070.010,Relocate Malware,Linux
T1070.010,Relocate Malware,macOS
T1070.010,Relocate Malware,Network Devices
T1070.010,Relocate Malware,Windows
T1591.004,Identify Roles,PRE
T1132,Data Encoding,ESXi
T1132,Data Encoding,Linux
T1132,Data Encoding,macOS
T1132,Data Encoding,Windows
T1546.010,AppInit DLLs,Windows
T1598,Phishing for Information,PRE
T1496,Resource Hijacking,Windows
T1496,Resource Hijacking,IaaS
T1496,Resource Hijacking,Linux
T1496,Resource Hijacking,macOS
T1496,Resource Hijacking,Containers
T1496,Resource Hijacking,SaaS
T1684.001,Impersonation,Linux
T1684.001,Impersonation,macOS
T1684.001,Impersonation,Office Suite
T1684.001,Impersonation,SaaS
T1684.001,Impersonation,Windows
T1585,Establish Accounts,PRE
T1588,Obtain Capabilities,PRE
T1546.002,Screensaver,Windows
T1556.009,Conditional Access Policies,IaaS
T1556.009,Conditional Access Policies,Identity Provider
T1578.002,Create Cloud Instance,IaaS
T1555.006,Cloud Secrets Management Stores,IaaS
T1213.003,Code Repositories,SaaS
T1565.002,Transmitted Data Manipulation,Linux
T1565.002,Transmitted Data Manipulation,macOS
T1565.002,Transmitted Data Manipulation,Windows
T1003.008,/etc/passwd and /etc/shadow,Linux
T1543.001,Launch Agent,macOS
T1569,System Services,Windows
T1569,System Services,macOS
T1569,System Services,Linux
T1059.003,Windows Command Shell,Windows
T1055.009,Proc Memory,Linux
T1650,Acquire Access,PRE
T1601.001,Patch System Image,Network Devices
T1558.002,Silver Ticket,Windows
T1213,Data from Information Repositories,Linux
T1213,Data from Information Repositories,Windows
T1213,Data from Information Repositories,macOS
T1213,Data from Information Repositories,SaaS
T1213,Data from Information Repositories,IaaS
T1213,Data from Information Repositories,Office Suite
T1070.009,Clear Persistence,ESXi
T1070.009,Clear Persistence,Linux
T1070.009,Clear Persistence,macOS
T1070.009,Clear Persistence,Windows
T1059.012,Hypervisor CLI,ESXi
T1555.004,Windows Credential Manager,Windows
T1036.010,Masquerade Account Name,Containers
T1036.010,Masquerade Account Name,IaaS
T1036.010,Masquerade Account Name,Identity Provider
T1036.010,Masquerade Account Name,Linux
T1036.010,Masquerade Account Name,macOS
T1036.010,Masquerade Account Name,Office Suite
T1036.010,Masquerade Account Name,SaaS
T1036.010,Masquerade Account Name,Windows
T1200,Hardware Additions,Windows
T1200,Hardware Additions,Linux
T1200,Hardware Additions,macOS
T1219.002,Remote Desktop Software,Linux
T1219.002,Remote Desktop Software,macOS
T1219.002,Remote Desktop Software,Windows
T1505,Server Software Component,Windows
T1505,Server Software Component,Linux
T1505,Server Software Component,macOS
T1505,Server Software Component,Network Devices
T1505,Server Software Component,ESXi
T1485,Data Destruction,Containers
T1485,Data Destruction,ESXi
T1485,Data Destruction,IaaS
T1485,Data Destruction,Linux
T1485,Data Destruction,macOS
T1485,Data Destruction,Windows
T1132.002,Non-Standard Encoding,ESXi
T1132.002,Non-Standard Encoding,Linux
T1132.002,Non-Standard Encoding,macOS
T1132.002,Non-Standard Encoding,Windows
T1556.001,Domain Controller Authentication,Windows
T1537,Transfer Data to Cloud Account,IaaS
T1537,Transfer Data to Cloud Account,Office Suite
T1537,Transfer Data to Cloud Account,SaaS
T1027.006,HTML Smuggling,Linux
T1027.006,HTML Smuggling,macOS
T1027.006,HTML Smuggling,Windows
T1556.005,Reversible Encryption,Windows
T1027.010,Command Obfuscation,Linux
T1027.010,Command Obfuscation,macOS
T1027.010,Command Obfuscation,Windows
T1070.004,File Deletion,ESXi
T1070.004,File Deletion,Linux
T1070.004,File Deletion,macOS
T1070.004,File Deletion,Windows
T1189,Drive-by Compromise,Identity Provider
T1189,Drive-by Compromise,Linux
T1189,Drive-by Compromise,macOS
T1189,Drive-by Compromise,Windows
T1498,Network Denial of Service,Windows
T1498,Network Denial of Service,IaaS
T1498,Network Denial of Service,Linux
T1498,Network Denial of Service,macOS
T1498,Network Denial of Service,Containers
T1651,Cloud Administration Command,IaaS
T1546.016,Installer Packages,Linux
T1546.016,Installer Packages,macOS
T1546.016,Installer Packages,Windows
T1595.001,Scanning IP Blocks,PRE
T1221,Template Injection,Windows
T1037.004,RC Scripts,macOS
T1037.004,RC Scripts,Linux
T1037.004,RC Scripts,Network Devices
T1037.004,RC Scripts,ESXi
T1134,Access Token Manipulation,Windows
T1111,Multi-Factor Authentication Interception,Linux
T1111,Multi-Factor Authentication Interception,macOS
T1111,Multi-Factor Authentication Interception,Windows
T1027.002,Software Packing,Linux
T1027.002,Software Packing,macOS
T1027.002,Software Packing,Windows
T1584.007,Serverless,PRE
T1071.001,Web Protocols,ESXi
T1071.001,Web Protocols,Linux
T1071.001,Web Protocols,macOS
T1071.001,Web Protocols,Network Devices
T1071.001,Web Protocols,Windows
T1059.005,Visual Basic,Linux
T1059.005,Visual Basic,macOS
T1059.005,Visual Basic,Windows
T1564.005,Hidden File System,Linux
T1564.005,Hidden File System,macOS
T1564.005,Hidden File System,Windows
T1543.002,Systemd Service,Linux
T1668,Exclusive Control,Linux
T1668,Exclusive Control,macOS
T1668,Exclusive Control,Windows
T1563.002,RDP Hijacking,Windows
T1136,Create Account,Windows
T1136,Create Account,IaaS
T1136,Create Account,Linux
T1136,Create Account,macOS
T1136,Create Account,Network Devices
T1136,Create Account,Containers
T1136,Create Account,SaaS
T1136,Create Account,Office Suite
T1136,Create Account,Identity Provider
T1136,Create Account,ESXi
T1547.013,XDG Autostart Entries,Linux
T1584.004,Server,PRE
T1526,Cloud Service Discovery,IaaS
T1526,Cloud Service Discovery,Identity Provider
T1526,Cloud Service Discovery,Office Suite
T1526,Cloud Service Discovery,SaaS
T1204.004,Malicious Copy and Paste,Linux
T1204.004,Malicious Copy and Paste,macOS
T1204.004,Malicious Copy and Paste,Windows
T1018,Remote System Discovery,ESXi
T1018,Remote System Discovery,Linux
T1018,Remote System Discovery,macOS
T1018,Remote System Discovery,Network Devices
T1018,Remote System Discovery,Windows
T1046,Network Service Discovery,Containers
T1046,Network Service Discovery,IaaS
T1046,Network Service Discovery,Linux
T1046,Network Service Discovery,macOS
T1046,Network Service Discovery,Network Devices
T1046,Network Service Discovery,Windows
T1590.001,Domain Properties,PRE
T1518,Software Discovery,ESXi
T1518,Software Discovery,IaaS
T1518,Software Discovery,Linux
T1518,Software Discovery,macOS
T1518,Software Discovery,Windows
T1538,Cloud Service Dashboard,IaaS
T1538,Cloud Service Dashboard,SaaS
T1538,Cloud Service Dashboard,Office Suite
T1538,Cloud Service Dashboard,Identity Provider
T1055.005,Thread Local Storage,Windows
T1622,Debugger Evasion,Linux
T1622,Debugger Evasion,macOS
T1622,Debugger Evasion,Windows
T1036.006,Space after Filename,Linux
T1036.006,Space after Filename,macOS
T1547.007,Re-opened Applications,macOS
T1608.006,SEO Poisoning,PRE
T1550.002,Pass the Hash,Windows
T1052,Exfiltration Over Physical Medium,Linux
T1052,Exfiltration Over Physical Medium,macOS
T1052,Exfiltration Over Physical Medium,Windows
T1105,Ingress Tool Transfer,ESXi
T1105,Ingress Tool Transfer,Linux
T1105,Ingress Tool Transfer,macOS
T1105,Ingress Tool Transfer,Network Devices
T1105,Ingress Tool Transfer,Windows
T1216.002,SyncAppvPublishingServer,Windows
T1098.002,Additional Email Delegate Permissions,Windows
T1098.002,Additional Email Delegate Permissions,Office Suite
T1588.003,Code Signing Certificates,PRE
T1648,Serverless Execution,SaaS
T1648,Serverless Execution,IaaS
T1648,Serverless Execution,Office Suite
T1548.006,TCC Manipulation,macOS
T1027.018,Invisible Unicode,Linux
T1027.018,Invisible Unicode,macOS
T1027.018,Invisible Unicode,Windows
T1055.008,Ptrace System Calls,Linux
T1653,Power Settings,Windows
T1653,Power Settings,Linux
T1653,Power Settings,macOS
T1653,Power Settings,Network Devices
T1027.007,Dynamic API Resolution,Windows
T1021.001,Remote Desktop Protocol,Windows
T1037.001,Logon Script (Windows),Windows
T1055.015,ListPlanting,Windows
T1665,Hide Infrastructure,ESXi
T1665,Hide Infrastructure,Linux
T1665,Hide Infrastructure,macOS
T1665,Hide Infrastructure,Network Devices
T1665,Hide Infrastructure,Windows
T1484,Domain or Tenant Policy Modification,Windows
T1484,Domain or Tenant Policy Modification,Identity Provider
T1220,XSL Script Processing,Windows
T1596.005,Scan Databases,PRE
T1564.001,Hidden Files and Directories,Linux
T1564.001,Hidden Files and Directories,macOS
T1564.001,Hidden Files and Directories,Windows
T1578.001,Create Snapshot,IaaS
T1591.001,Determine Physical Locations,PRE
T1137.002,Office Test,Windows
T1137.002,Office Test,Office Suite
T1587,Develop Capabilities,PRE
T1003.003,NTDS,Windows
T1686.001,Cloud Firewall,IaaS
T1602.001,SNMP (MIB Dump),Network Devices
T1686,Disable or Modify System Firewall,ESXi
T1686,Disable or Modify System Firewall,Linux
T1686,Disable or Modify System Firewall,macOS
T1686,Disable or Modify System Firewall,Network Devices
T1686,Disable or Modify System Firewall,Windows
T1001.002,Steganography,Linux
T1001.002,Steganography,macOS
T1001.002,Steganography,Windows
T1001.002,Steganography,ESXi
T1204.001,Malicious Link,Linux
T1204.001,Malicious Link,macOS
T1204.001,Malicious Link,Windows
T1550.001,Application Access Token,Containers
T1550.001,Application Access Token,IaaS
T1550.001,Application Access Token,Identity Provider
T1550.001,Application Access Token,Office Suite
T1550.001,Application Access Token,SaaS
T1547.008,LSASS Driver,Windows
T1569.002,Service Execution,Windows
T1078.004,Cloud Accounts,IaaS
T1078.004,Cloud Accounts,Identity Provider
T1078.004,Cloud Accounts,Office Suite
T1078.004,Cloud Accounts,SaaS
T1480.001,Environmental Keying,Linux
T1480.001,Environmental Keying,Windows
T1480.001,Environmental Keying,macOS
T1008,Fallback Channels,ESXi
T1008,Fallback Channels,Linux
T1008,Fallback Channels,macOS
T1008,Fallback Channels,Windows
T1680,Local Storage Discovery,ESXi
T1680,Local Storage Discovery,IaaS
T1680,Local Storage Discovery,Linux
T1680,Local Storage Discovery,macOS
T1680,Local Storage Discovery,Windows
T1564.004,NTFS File Attributes,Windows
T1558.003,Kerberoasting,Windows
T1003.006,DCSync,Windows
T1124,System Time Discovery,ESXi
T1124,System Time Discovery,Linux
T1124,System Time Discovery,macOS
T1124,System Time Discovery,Network Devices
T1124,System Time Discovery,Windows
T1053.002,At,Windows
T1053.002,At,Linux
T1053.002,At,macOS
T1055.001,Dynamic-link Library Injection,Windows
T1588.005,Exploits,PRE
T1556,Modify Authentication Process,IaaS
T1556,Modify Authentication Process,Identity Provider
T1556,Modify Authentication Process,Linux
T1556,Modify Authentication Process,macOS
T1556,Modify Authentication Process,Network Devices
T1556,Modify Authentication Process,Office Suite
T1556,Modify Authentication Process,SaaS
T1556,Modify Authentication Process,Windows
T1546.017,Udev Rules,Linux
T1056.004,Credential API Hooking,Windows
T1056.004,Credential API Hooking,Linux
T1056.004,Credential API Hooking,macOS
T1495,Firmware Corruption,Linux
T1495,Firmware Corruption,macOS
T1495,Firmware Corruption,Network Devices
T1495,Firmware Corruption,Windows
T1490,Inhibit System Recovery,Containers
T1490,Inhibit System Recovery,ESXi
T1490,Inhibit System Recovery,IaaS
T1490,Inhibit System Recovery,Linux
T1490,Inhibit System Recovery,macOS
T1490,Inhibit System Recovery,Network Devices
T1490,Inhibit System Recovery,Windows
T1546.007,Netsh Helper DLL,Windows
T1566.003,Spearphishing via Service,Linux
T1566.003,Spearphishing via Service,macOS
T1566.003,Spearphishing via Service,Windows
T1090.001,Internal Proxy,ESXi
T1090.001,Internal Proxy,Linux
T1090.001,Internal Proxy,macOS
T1090.001,Internal Proxy,Network Devices
T1090.001,Internal Proxy,Windows
T1216,System Script Proxy Execution,Windows
T1102.001,Dead Drop Resolver,ESXi
T1102.001,Dead Drop Resolver,Linux
T1102.001,Dead Drop Resolver,macOS
T1102.001,Dead Drop Resolver,Windows
T1001.001,Junk Data,ESXi
T1001.001,Junk Data,Linux
T1001.001,Junk Data,macOS
T1001.001,Junk Data,Windows
T1598.001,Spearphishing Service,PRE
T1505.006,vSphere Installation Bundles,ESXi
T1552.007,Container API,Containers
T1584.001,Domains,PRE
T1505.001,SQL Stored Procedures,Windows
T1505.001,SQL Stored Procedures,Linux
T1556.004,Network Device Authentication,Network Devices
T1561.001,Disk Content Wipe,Linux
T1561.001,Disk Content Wipe,macOS
T1561.001,Disk Content Wipe,Network Devices
T1561.001,Disk Content Wipe,Windows
T1213.005,Messaging Applications,Office Suite
T1213.005,Messaging Applications,SaaS
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,ESXi
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Linux
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,macOS
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Network Devices
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Windows
T1027.015,Compression,Linux
T1027.015,Compression,macOS
T1027.015,Compression,Windows
T1574.004,Dylib Hijacking,macOS
T1601.002,Downgrade System Image,Network Devices
T1684.002,Email Spoofing,Linux
T1684.002,Email Spoofing,macOS
T1684.002,Email Spoofing,Office Suite
T1684.002,Email Spoofing,Windows
T1078.003,Local Accounts,Containers
T1078.003,Local Accounts,ESXi
T1078.003,Local Accounts,Linux
T1078.003,Local Accounts,macOS
T1078.003,Local Accounts,Network Devices
T1078.003,Local Accounts,Windows
T1669,Wi-Fi Networks,Linux
T1669,Wi-Fi Networks,Network Devices
T1669,Wi-Fi Networks,Windows
T1669,Wi-Fi Networks,macOS
T1211,Exploitation for Stealth,Linux
T1211,Exploitation for Stealth,Windows
T1211,Exploitation for Stealth,macOS
T1211,Exploitation for Stealth,SaaS
T1211,Exploitation for Stealth,IaaS
T1127,Trusted Developer Utilities Proxy Execution,Windows
T1529,System Shutdown/Reboot,ESXi
T1529,System Shutdown/Reboot,Linux
T1529,System Shutdown/Reboot,macOS
T1529,System Shutdown/Reboot,Network Devices
T1529,System Shutdown/Reboot,Windows
T1218.014,MMC,Windows
T1564.010,Process Argument Spoofing,Windows
T1574.012,COR_PROFILER,Windows
